sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1121263,2,1,1,1,2012-04-30 07:59:36,2012-04-30 08:16:13,16.62,2.9323,10.237267,20.5,2,1,2,1,2,,526.48,1,0,0,0,0,HOME,WORK
1121263,2,2,1,2,2012-04-30 17:02:42,2012-04-30 17:22:31,19.819999,2.9509,9.000262,20.5,2,1,2,1,2,9.00382,194.93,1,0,0,0,0,WORK,HOME
1121263,2,3,1,3,2012-04-30 20:37:27,2012-04-30 20:41:25,3.97,0.1492,2.288333,6.2,1,1,1,1,1,51.269751,0.37,1,0,1,0,1,HOME,HOME
1121263,2,4,1,4,2012-04-30 20:41:47,2012-04-30 20:58:23,16.6,0.651499,1.779264,8.1,1,1,1,1,1,16.548325,1.03,1,0,0,0,0,HOME,OTHER
1121263,2,5,1,5,2012-04-30 20:59:25,2012-04-30 21:14:54,15.479999,0.2847,1.41081,3.1,1,1,1,1,1,14.678824,6.87,1,0,1,1,1,OTHER,OTHER
1121263,2,6,1,6,2012-04-30 21:21:46,2012-04-30 21:44:19,22.549999,0.711099,1.396501,2.5,1,1,1,1,1,75.80472,605.58,1,0,0,0,0,OTHER,HOME
1121263,2,7,2,1,2012-05-01 07:49:54,2012-05-01 08:07:10,17.27,2.9474,10.006104,21.7,2,1,2,1,2,85.753729,31.95,1,0,0,0,0,HOME,WORK
1121263,2,8,2,2,2012-05-01 08:39:07,2012-05-01 08:48:26,9.319999,1.8097,18.235042,41.0,5,2,"1,5",2,"1,5",56.954542,11.3,1,0,0,0,0,WORK,OTHER
1121263,2,9,2,3,2012-05-01 08:59:44,2012-05-01 09:03:42,3.97,0.156,1.847142,3.1,1,1,1,1,1,43.932271,19.02,1,0,1,0,1,OTHER,OTHER
1121263,2,10,2,4,2012-05-01 09:22:43,2012-05-01 09:23:11,0.469999,0.0935,12.24,32.9,5,1,5,1,5,59.356485,656.0,1,0,0,0,0,OTHER,OTHER
1121263,2,11,2,5,2012-05-01 20:19:11,2012-05-01 20:30:17,11.1,0.4713,1.840782,3.1,1,1,1,1,1,,32.73,1,0,0,0,0,HOME,OTHER
1121263,2,12,2,6,2012-05-01 21:03:01,2012-05-01 21:16:57,13.93,0.470099,1.645418,2.5,1,1,1,1,1,30.201923,648.38,1,0,0,0,0,OTHER,HOME
1121263,2,13,3,1,2012-05-02 08:05:20,2012-05-02 08:23:16,17.93,2.933399,9.645977,23.6,2,1,2,1,2,54.144175,500.58,1,0,0,0,0,HOME,WORK
1121263,2,14,3,2,2012-05-02 16:43:51,2012-05-02 17:01:32,17.68,2.9544,9.813675,23.0,2,1,2,1,2,47.205451,0.0,1,0,0,0,0,WORK,HOME
