sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1121263,1,1,1,1,2012-04-30 08:50:14,2012-04-30 08:57:56,7.699999,1.851799,15.815108,27.3,5,2,"5,1",2,"1,5",,230.3,1,0,0,0,0,HOME,WORK
1121263,1,2,1,2,2012-04-30 12:48:14,2012-04-30 12:55:06,6.869999,1.8413,16.172388,27.3,5,2,"1,5",2,"1,5",97.995485,61.15,1,0,0,0,0,WORK,HOME
1121263,1,3,1,3,2012-04-30 13:56:15,2012-04-30 13:58:45,2.5,0.806999,20.135416,28.0,5,1,5,1,5,18.037359,77.62,1,0,0,0,0,HOME,OTHER
1121263,1,4,1,4,2012-04-30 15:16:22,2012-04-30 15:19:01,2.65,0.758199,17.572549,29.8,5,1,5,1,5,25.488441,2.45,1,0,0,0,0,OTHER,OTHER
1121263,1,5,1,5,2012-04-30 15:21:28,2012-04-30 15:25:10,3.7,1.243,19.666666,27.3,5,1,5,1,5,78.744934,212.27,1,0,0,0,0,OTHER,HOME
1121263,1,6,1,6,2012-04-30 18:57:26,2012-04-30 18:59:57,2.519999,0.0302,1.2,1.2,1,1,1,1,1,39.367578,97.42,1,0,0,0,0,HOME,HOME
1121263,1,7,1,7,2012-04-30 20:37:22,2012-04-30 20:40:10,2.799999,0.069899,1.636956,2.5,1,1,1,1,1,27.867401,3.12,1,0,0,0,0,HOME,HOME
1121263,1,8,1,8,2012-04-30 20:43:17,2012-04-30 20:58:19,15.029999,0.570699,1.789491,2.5,1,1,1,1,1,46.324645,0.47,1,0,0,0,0,HOME,OTHER
1121263,1,9,1,9,2012-04-30 20:58:47,2012-04-30 21:14:54,16.12,0.288599,1.469753,3.1,1,1,1,1,1,4.50112,6.83,1,0,1,1,1,OTHER,OTHER
1121263,1,10,1,10,2012-04-30 21:21:44,2012-04-30 21:44:15,22.52,0.7088,1.719791,3.1,1,1,1,1,1,89.217418,664.4,1,0,0,0,0,OTHER,HOME
1121263,1,11,2,1,2012-05-01 08:48:39,2012-05-01 08:56:36,7.949999,1.8629,14.67651,27.3,5,2,"5,1",2,"1,5",25.395356,230.12,1,0,0,0,0,HOME,WORK
1121263,1,12,2,2,2012-05-01 12:46:43,2012-05-01 12:51:04,4.349999,0.7336,11.333783,28.6,5,2,"1,5",2,"1,5",82.762072,0.5,1,0,0,0,0,WORK,OTHER
1121263,1,13,2,3,2012-05-01 12:51:34,2012-05-01 12:56:23,4.82,1.121,14.547777,24.2,5,1,5,1,5,27.452695,8.47,1,0,0,0,0,OTHER,OTHER
1121263,1,14,2,4,2012-05-01 13:04:51,2012-05-01 13:09:31,4.67,1.294299,16.928571,29.2,5,2,"5,1",2,"1,5",21.834632,8.0,1,0,0,0,0,OTHER,OTHER
1121263,1,15,2,5,2012-05-01 13:17:31,2012-05-01 13:24:22,6.849999,1.7968,17.5775,29.8,5,2,"1,5",2,"1,5",53.078081,165.4,1,0,0,0,0,OTHER,HOME
1121263,1,16,2,6,2012-05-01 16:09:46,2012-05-01 16:11:43,1.95,0.553399,16.4225,26.1,5,1,5,1,5,73.477759,1.15,1,0,1,0,1,HOME,HOME
1121263,1,17,2,7,2012-05-01 16:12:52,2012-05-01 16:20:25,7.55,2.8122,22.172847,31.1,5,1,5,1,5,21.533727,5.45,1,0,0,0,0,HOME,OTHER
1121263,1,18,2,8,2012-05-01 16:25:52,2012-05-01 16:29:06,3.23,0.4189,8.210169,24.9,5,2,"5,1",2,"1,5",63.02794,73.78,1,0,0,0,0,OTHER,OTHER
1121263,1,19,2,9,2012-05-01 17:42:53,2012-05-01 17:48:56,6.05,1.4981,15.730357,26.7,5,2,"1,5",2,"1,5",21.811739,0.4,1,0,0,0,0,OTHER,OTHER
1121263,1,20,2,10,2012-05-01 17:49:20,2012-05-01 17:57:00,7.67,2.296299,18.389932,27.3,5,1,5,1,5,11.358356,141.82,1,0,0,0,0,OTHER,HOME
1121263,1,21,2,11,2012-05-01 20:18:49,2012-05-01 20:30:19,11.5,0.3833,1.918269,2.5,1,1,1,1,1,30.475268,32.75,1,0,0,0,0,HOME,OTHER
1121263,1,22,2,12,2012-05-01 21:03:04,2012-05-01 21:17:01,13.949999,0.480899,1.875478,2.5,1,1,1,1,1,19.731592,693.65,1,0,0,0,0,OTHER,HOME
1121263,1,23,3,1,2012-05-02 08:50:40,2012-05-02 08:58:00,7.329999,1.852599,15.729496,28.0,5,2,"5,1",2,"1,5",11.152131,232.37,1,0,0,0,0,HOME,WORK
1121263,1,24,3,2,2012-05-02 12:50:22,2012-05-02 12:52:59,2.619999,0.417499,10.120833,26.7,5,2,"1,5",2,"1,5",62.879156,4.37,1,0,0,0,0,WORK,OTHER
1121263,1,25,3,3,2012-05-02 12:57:21,2012-05-02 13:02:49,5.469999,1.5584,17.863366,26.7,5,1,5,1,5,9.002798,0.0,1,0,0,0,0,OTHER,HOME
