sampno,home_county_id,mpo_id,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete,deldateid,nsdeliverable,mtcflag
1124202,06083,25,5,3,2012-02-03 00:00:00,22,0,28,1,1,1,1,1,
