sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1124769,3,1,1,1,2012-04-26 07:35:51,2012-04-26 07:39:02,3.18,0.884199,16.961403,29.2,6,1,6,1,6,,6.92,1,0,0,0,0,HOME,SCHOOL
1124769,3,2,1,2,2012-04-26 07:45:57,2012-04-26 07:47:25,1.47,0.069899,2.474999,3.1,1,1,1,1,1,,110.25,1,0,0,0,0,HOME,HOME
1124769,3,3,1,3,2012-04-26 09:37:40,2012-04-26 09:40:42,3.029999,0.937699,17.952459,28.0,6,1,6,1,6,29.453518,100.18,1,0,0,0,0,HOME,SCHOOL
1124769,3,4,1,4,2012-04-26 11:20:53,2012-04-26 11:23:14,2.349999,0.1084,1.944444,3.1,1,1,1,1,1,127.847896,67.87,1,0,0,1,0,SCHOOL,OTHER
1124769,3,5,1,5,2012-04-26 12:31:06,2012-04-26 12:38:17,7.179999,0.209999,1.968055,4.0,1,1,1,1,1,51.34508,201.32,1,0,0,1,0,OTHER,OTHER
1124769,3,6,1,6,2012-04-26 15:59:36,2012-04-26 16:03:29,3.88,0.110399,1.389473,1.9,1,1,1,1,1,240.586759,2.28,1,0,0,1,0,SCHOOL,SCHOOL
1124769,3,7,1,7,2012-04-26 16:05:46,2012-04-26 16:26:35,20.819999,0.939999,1.958009,4.3,1,1,1,1,1,79.119389,86.75,1,0,0,0,0,SCHOOL,HOME
1124769,3,8,1,8,2012-04-26 17:53:20,2012-04-26 18:01:23,8.05,1.084499,10.088429,31.1,6,2,"6,1",2,"1,6",8.55887,47.12,1,0,0,0,0,HOME,SCHOOL
1124769,3,9,1,9,2012-04-26 18:48:30,2012-04-26 18:55:18,6.8,0.2372,1.789655,3.1,1,1,1,1,1,47.249255,87.07,1,0,0,1,0,SCHOOL,SCHOOL
1124769,3,10,1,10,2012-04-26 20:22:22,2012-04-26 20:30:42,8.329999,1.128499,11.747272,29.1,6,3,"1,6,1",2,"1,6",185.419526,703.88,1,0,0,0,0,SCHOOL,HOME
1124769,3,11,2,1,2012-04-27 08:14:35,2012-04-27 08:22:43,8.13,1.0176,9.430081,29.2,5,2,"5,1",2,"1,5",75.81061,3.82,1,0,0,0,0,HOME,SCHOOL
