sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1123124,1,1,1,1,2012-03-12 06:53:04,2012-03-12 06:54:06,1.029999,0.040899,1.605882,2.5,1,1,1,1,1,,2.25,1,0,1,1,0,HOME,HOME
1123124,1,2,1,2,2012-03-12 06:56:21,2012-03-12 07:27:33,31.2,18.8668,37.157913,69.6,7,1,7,1,7,15.51067,0.13,1,0,0,0,0,HOME,OTHER
1123124,1,3,1,3,2012-03-12 07:27:41,2012-03-12 07:54:12,26.52,1.2702,1.639261,5.6,1,1,1,1,1,14.708804,75.32,1,0,0,0,0,OTHER,WORK
1123124,1,4,1,4,2012-03-12 09:09:31,2012-03-12 09:21:23,11.869999,0.5758,1.661333,4.3,1,1,1,1,1,74.149905,13.63,1,0,0,0,0,WORK,OTHER
1123124,1,5,1,5,2012-03-12 09:35:01,2012-03-12 09:56:20,21.319999,1.7295,2.612037,11.2,5,1,5,1,5,,60.8,1,0,0,0,0,OTHER,WORK
1123124,1,6,1,6,2012-03-12 10:57:08,2012-03-12 11:00:29,3.349999,0.7853,15.974999,34.8,5,1,5,1,5,155.34149,0.4,1,0,0,0,0,WORK,OTHER
1123124,1,7,1,7,2012-03-12 11:00:53,2012-03-12 11:54:23,53.5,19.2091,37.418296,72.7,24,1,24,1,24,25.412743,1.47,1,0,0,0,0,OTHER,OTHER
1123124,1,8,1,8,2012-03-12 11:55:51,2012-03-12 11:58:56,3.079999,0.090099,1.602439,2.5,1,1,1,1,1,276.193484,0.1,1,0,1,1,0,OTHER,OTHER
1123124,1,9,1,9,2012-03-12 11:59:02,2012-03-12 12:04:59,5.949999,2.197599,24.406796,44.1,15,1,15,1,15,13.475087,0.3,1,0,0,0,0,OTHER,HOME
1123124,1,10,1,10,2012-03-12 12:05:17,2012-03-12 12:07:19,2.029999,0.081699,1.569696,2.5,1,1,1,1,1,11.189922,226.53,1,0,0,0,0,HOME,HOME
1123124,1,11,1,11,2012-03-12 15:53:51,2012-03-12 15:56:45,2.9,0.092299,1.525806,3.1,1,1,1,1,1,25.885097,1422.73,1,0,0,0,0,HOME,HOME
1123124,1,12,2,1,2012-03-13 15:39:29,2012-03-13 15:50:20,10.85,0.557099,1.929834,3.7,1,1,1,1,1,,0.08,1,0,0,0,0,WORK,OTHER
1123124,1,13,2,2,2012-03-13 15:50:25,2012-03-13 16:38:46,48.349998,19.255599,36.659477,71.5,24,1,24,1,24,13.494921,1.73,1,0,0,0,0,OTHER,OTHER
1123124,1,14,2,3,2012-03-13 16:40:30,2012-03-13 16:42:13,1.72,0.0386,1.461538,2.5,1,1,1,1,1,227.870674,0.37,1,0,1,1,0,OTHER,OTHER
1123124,1,15,2,4,2012-03-13 16:42:35,2012-03-13 16:47:18,4.719999,1.2881,19.337333,39.1,15,1,15,1,15,25.901258,0.12,1,0,0,0,0,OTHER,OTHER
1123124,1,16,2,5,2012-03-13 16:47:25,2012-03-13 16:48:29,1.07,0.0375,1.694444,2.5,1,1,1,1,1,15.951458,4.92,1,0,0,0,0,OTHER,OTHER
1123124,1,17,2,6,2012-03-13 16:53:24,2012-03-13 16:55:02,1.629999,0.0639,1.877777,3.1,1,1,1,1,1,51.720975,95.05,1,0,0,0,0,OTHER,OTHER
1123124,1,18,2,7,2012-03-13 18:30:05,2012-03-13 18:33:32,3.45,0.173999,2.174603,3.7,1,1,1,1,1,46.0933,5.98,1,0,0,0,0,OTHER,OTHER
1123124,1,19,2,8,2012-03-13 18:39:31,2012-03-13 18:45:25,5.9,1.249199,13.10693,30.4,15,1,15,1,15,26.604543,0.05,1,0,0,0,0,OTHER,OTHER
1123124,1,20,2,9,2012-03-13 18:45:28,2012-03-13 18:46:29,1.019999,0.045899,2.134999,3.1,1,1,1,1,1,6.737517,6.12,1,0,1,1,0,OTHER,OTHER
1123124,1,21,2,10,2012-03-13 18:52:36,2012-03-13 19:03:26,10.829999,2.3055,15.14885,33.6,15,1,15,1,15,21.182994,0.05,1,0,0,0,0,OTHER,HOME
1123124,1,22,2,11,2012-03-13 19:03:29,2012-03-13 19:05:37,2.13,0.0626,1.737037,3.7,1,1,1,1,1,4.593865,784.4,1,0,0,0,0,HOME,HOME
1123124,1,23,3,1,2012-03-14 08:10:01,2012-03-14 08:20:32,10.52,0.064999,1.457894,1.9,1,1,1,1,1,36.074718,414.7,1,0,0,0,0,HOME,HOME
1123124,1,24,3,2,2012-03-14 15:15:14,2012-03-14 15:19:59,4.75,1.8988,24.411828,42.9,15,1,15,1,15,64.899276,0.17,1,0,0,0,0,HOME,OTHER
1123124,1,25,3,3,2012-03-14 15:20:09,2012-03-14 15:27:48,7.65,0.111,1.447222,2.5,1,1,1,1,1,15.950838,0.33,1,0,1,1,0,OTHER,OTHER
1123124,1,26,3,4,2012-03-14 15:28:08,2012-03-14 16:13:36,45.470001,20.720399,37.832802,69.0,24,1,24,1,24,14.225916,0.05,1,0,0,0,0,OTHER,OTHER
1123124,1,27,3,5,2012-03-14 16:13:39,2012-03-14 16:22:04,8.42,0.415199,1.773103,5.0,1,1,1,1,1,13.499122,0.17,1,0,0,0,0,OTHER,OTHER
1123124,1,28,3,6,2012-03-14 16:22:14,2012-03-14 16:24:40,2.43,0.103,1.586486,3.1,1,1,1,1,1,68.033289,1.83,1,0,0,0,0,OTHER,OTHER
1123124,1,29,3,7,2012-03-14 16:26:30,2012-03-14 16:30:32,4.03,0.124099,1.5,2.5,1,1,1,1,1,75.971356,0.75,1,0,0,0,0,OTHER,OTHER
1123124,1,30,3,8,2012-03-14 16:31:17,2012-03-14 16:34:45,3.47,0.157299,2.087719,3.7,1,1,1,1,1,22.993513,0.35,1,0,0,0,0,OTHER,OTHER
1123124,1,31,3,9,2012-03-14 16:35:06,2012-03-14 17:02:00,26.899999,2.3961,9.071563,21.1,15,1,15,1,15,4.598694,0.4,1,0,0,0,0,OTHER,OTHER
1123124,1,32,3,10,2012-03-14 17:02:24,2012-03-14 17:02:48,0.4,0.017,2.211111,3.1,1,1,1,1,1,50.577373,18.6,1,0,0,0,0,OTHER,OTHER
1123124,1,33,3,11,2012-03-14 17:21:24,2012-03-14 17:27:52,6.469999,0.2449,2.157142,5.6,1,1,1,1,1,105.236337,0.23,1,0,0,0,0,OTHER,OTHER
1123124,1,34,3,12,2012-03-14 17:28:06,2012-03-14 18:06:14,38.130001,5.5869,11.744889,44.1,5,1,5,1,5,38.109665,4.67,1,0,0,0,0,OTHER,WORK
1123124,1,35,3,13,2012-03-14 18:10:54,2012-03-14 19:11:51,60.95,53.828998,55.473327,85.7,5,1,5,1,5,25.412937,4.98,1,0,0,0,0,WORK,OTHER
1123124,1,36,3,14,2012-03-14 19:16:50,2012-03-14 19:34:38,17.799999,8.964599,37.812631,69.0,5,2,"5,1",2,"1,5",43.289662,80.88,1,0,0,0,0,OTHER,OTHER
1123124,1,37,3,15,2012-03-14 20:55:31,2012-03-14 21:06:48,11.279999,4.082499,24.746192,47.8,5,1,5,1,5,51.992927,117.5,1,0,0,0,0,OTHER,OTHER
1123124,1,38,3,16,2012-03-14 23:04:18,2012-03-14 23:42:17,37.979999,14.175999,30.628102,74.6,5,1,5,1,5,6.775556,13.4,1,0,0,0,0,OTHER,OTHER
1123124,1,39,3,17,2012-03-14 23:55:41,2012-03-15 00:54:12,58.52,60.055301,62.568279,79.5,5,2,"5,1",2,"1,5",9.330799,0.0,1,0,0,0,0,OTHER,HOME
