sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1119035,1,1,1,1,2012-02-09 08:39:41,2012-02-09 08:48:10,8.479999,2.4553,24.788888,39.1,5,1,5,1,5,,5.85,1,0,0,0,0,HOME,OTHER
1119035,1,2,1,2,2012-02-09 08:54:01,2012-02-09 09:18:14,24.219999,17.8574,47.768222,67.1,5,2,"5,1",2,"1,5",18.905597,197.33,1,0,0,0,0,OTHER,OTHER
1119035,1,3,1,3,2012-02-09 12:35:34,2012-02-09 13:07:04,31.5,17.2331,37.964036,59.0,5,2,"5,1",2,"1,5",40.987111,309.05,1,0,0,0,0,OTHER,WORK
1119035,1,4,1,4,2012-02-09 18:16:07,2012-02-09 18:21:57,5.829999,1.5735,19.131632,41.6,5,2,"5,1",2,"1,5",288.10058,8.47,1,0,0,0,0,WORK,OTHER
1119035,1,5,1,5,2012-02-09 18:30:25,2012-02-09 18:33:52,3.45,0.2924,6.873469,22.4,5,2,"1,5",2,"1,5",47.661528,9.42,1,0,0,0,0,OTHER,OTHER
1119035,1,6,1,6,2012-02-09 18:43:17,2012-02-09 18:47:49,4.53,1.402699,23.478873,40.7,5,1,5,1,5,164.836397,765.98,1,0,0,0,0,OTHER,HOME
1119035,1,7,2,1,2012-02-10 07:33:48,2012-02-10 08:49:09,75.349998,45.695701,39.44548,77.0,5,1,5,1,5,21.093613,146.25,1,0,0,0,0,HOME,OTHER
1119035,1,8,2,2,2012-02-10 11:15:24,2012-02-10 11:17:18,1.899999,0.107699,2.697435,3.1,1,1,1,1,1,187.621795,21.78,1,0,0,0,0,OTHER,OTHER
1119035,1,9,2,3,2012-02-10 11:39:05,2012-02-10 11:41:17,2.2,0.106399,2.231111,3.1,1,1,1,1,1,63.14742,134.58,1,0,0,0,0,OTHER,OTHER
1119035,1,10,2,4,2012-02-10 13:55:52,2012-02-10 15:01:51,65.980003,45.264701,44.59104,73.3,5,1,5,1,5,183.911151,1727.2,1,0,0,0,0,OTHER,HOME
1119035,1,11,3,1,2012-02-11 19:49:03,2012-02-11 19:53:42,4.65,1.2294,17.149411,33.6,5,2,"5,1",2,"1,5",36.916469,69.75,1,0,0,0,0,HOME,OTHER
1119035,1,12,3,2,2012-02-11 21:03:27,2012-02-11 21:05:57,2.5,0.2542,6.835714,19.3,5,2,"1,5",2,"1,5",42.598011,2.8,1,0,0,0,0,OTHER,OTHER
1119035,1,13,3,3,2012-02-11 21:08:45,2012-02-11 21:12:25,3.67,1.2394,21.289855,33.6,5,1,5,1,5,36.185687,0.0,1,0,0,0,0,OTHER,HOME
