sampno,home_county_id,mpo_id,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete,deldateid,nsdeliverable,mtcflag
1121310,06037,3,2,2,2012-02-02 00:00:00,7,12,10,1,1,1,1,1,
