sampno,home_county_id,mpo_id,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete,deldateid,nsdeliverable,mtcflag
1125492,06085,13,3,3,2012-04-12 00:00:00,18,33,15,1,1,1,2,1,1
