sampno,perno,gpstripid,localid,time_local,gpsspeed
1124315,1,1,2,2012-02-04 14:09:32,44.7
1124315,1,1,3,2012-02-04 14:09:35,41.599998
1124315,1,1,4,2012-02-04 14:09:38,29.799999
1124315,1,1,5,2012-02-04 14:09:41,13.0
1124315,1,1,6,2012-02-04 14:09:44,14.899999
1124315,1,1,7,2012-02-04 14:09:47,16.799999
1124315,1,1,8,2012-02-04 14:09:50,13.0
1124315,1,1,9,2012-02-04 14:09:53,10.6
1124315,1,1,10,2012-02-04 14:09:56,9.3
1124315,1,1,11,2012-02-04 14:09:59,8.1
1124315,1,1,12,2012-02-04 14:10:02,5.0
1124315,1,1,13,2012-02-04 14:10:05,5.0
1124315,1,1,14,2012-02-04 14:10:08,5.0
1124315,1,2,35,2012-02-04 14:12:48,2.5
1124315,1,2,36,2012-02-04 14:12:52,3.099999
1124315,1,2,37,2012-02-04 14:12:55,9.3
1124315,1,2,38,2012-02-04 14:12:58,10.6
1124315,1,2,39,2012-02-04 14:13:01,6.8
1124315,1,2,40,2012-02-04 14:13:04,6.8
1124315,1,2,41,2012-02-04 14:13:07,8.699999
1124315,1,2,42,2012-02-04 14:13:10,7.5
1124315,1,2,43,2012-02-04 14:13:13,6.199999
1124315,1,2,44,2012-02-04 14:13:16,9.899999
1124315,1,2,45,2012-02-04 14:13:19,20.5
1124315,1,2,46,2012-02-04 14:13:22,34.2
1124315,1,2,47,2012-02-04 14:13:25,41.0
1124315,1,2,48,2012-02-04 14:13:28,42.900001
1124315,1,2,49,2012-02-04 14:13:31,42.900001
1124315,1,2,50,2012-02-04 14:13:34,42.900001
1124315,1,2,51,2012-02-04 14:13:37,42.900001
1124315,1,2,52,2012-02-04 14:13:40,43.5
1124315,1,2,53,2012-02-04 14:13:43,44.099998
1124315,1,2,54,2012-02-04 14:13:46,43.5
1124315,1,2,55,2012-02-04 14:13:49,44.099998
1124315,1,2,56,2012-02-04 14:13:52,45.400001
1124315,1,2,57,2012-02-04 14:13:55,46.0
1124315,1,2,58,2012-02-04 14:13:58,47.2
1124315,1,2,59,2012-02-04 14:14:01,47.799999
1124315,1,2,60,2012-02-04 14:14:04,48.5
1124315,1,2,61,2012-02-04 14:14:07,48.5
1124315,1,2,62,2012-02-04 14:14:10,48.5
1124315,1,2,63,2012-02-04 14:14:13,47.799999
1124315,1,2,64,2012-02-04 14:14:16,49.099998
1124315,1,2,65,2012-02-04 14:14:19,49.099998
1124315,1,2,66,2012-02-04 14:14:22,49.099998
1124315,1,2,67,2012-02-04 14:14:25,47.799999
1124315,1,2,68,2012-02-04 14:14:28,36.7
1124315,1,2,69,2012-02-04 14:14:31,20.5
1124315,1,2,70,2012-02-04 14:14:34,6.199999
1124315,1,2,71,2012-02-04 14:15:04,13.699999
1124315,1,2,72,2012-02-04 14:15:07,24.899999
1124315,1,2,73,2012-02-04 14:15:10,33.599998
1124315,1,2,74,2012-02-04 14:15:13,39.099998
1124315,1,2,75,2012-02-04 14:15:16,42.900001
1124315,1,2,76,2012-02-04 14:15:19,44.099998
1124315,1,2,77,2012-02-04 14:15:22,42.900001
1124315,1,2,78,2012-02-04 14:15:25,41.599998
1124315,1,2,79,2012-02-04 14:15:28,36.7
1124315,1,2,80,2012-02-04 14:15:31,19.299999
1124315,1,2,81,2012-02-04 14:15:34,12.399999
1124315,1,2,82,2012-02-04 14:15:37,22.399999
1124315,1,2,83,2012-02-04 14:15:40,26.7
1124315,1,2,84,2012-02-04 14:15:43,29.799999
1124315,1,2,85,2012-02-04 14:15:46,33.599998
1124315,1,2,86,2012-02-04 14:15:49,36.7
1124315,1,2,87,2012-02-04 14:15:52,37.900001
1124315,1,2,88,2012-02-04 14:15:55,38.5
