sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1121448,3,1,1,1,2012-04-25 07:09:12,2012-04-25 07:59:18,50.099998,53.318099,65.247156,82.0,5,1,5,1,5,,0.28,1,0,0,0,0,OTHER,WORK
1121448,3,2,1,2,2012-04-25 07:59:35,2012-04-25 08:03:49,4.23,0.935299,16.95625,37.3,5,2,"5,1",2,"1,5",14.551109,611.08,1,0,0,0,0,WORK,OTHER
1121448,3,3,1,3,2012-04-25 18:14:54,2012-04-25 18:18:40,3.769999,1.791599,28.81081,42.3,5,1,5,1,5,,759.4,1,0,0,0,0,OTHER,HOME
1121448,3,4,2,1,2012-04-26 06:58:04,2012-04-26 08:01:37,63.549999,59.251201,60.696006,78.9,5,2,"1,5",2,"1,5",63.639895,0.23,1,0,0,0,0,HOME,WORK
1121448,3,5,2,2,2012-04-26 08:01:51,2012-04-26 08:06:20,4.48,0.955799,16.198484,37.3,5,2,"5,1",2,"1,5",0.0,540.65,1,0,0,0,0,WORK,OTHER
1121448,3,6,2,3,2012-04-26 17:06:59,2012-04-26 17:08:42,1.72,0.194999,13.087499,25.5,5,1,5,1,5,,0.45,1,0,0,0,0,WORK,WORK
1121448,3,7,2,4,2012-04-26 17:09:09,2012-04-26 18:29:16,80.120002,59.9323,48.462751,72.7,5,1,5,1,5,11.840469,8.2,1,0,0,0,0,WORK,OTHER
1121448,3,8,2,5,2012-04-26 18:37:28,2012-04-26 18:41:36,4.13,0.460299,8.634426,23.6,5,1,5,1,5,25.868293,5.28,1,0,0,0,0,OTHER,OTHER
1121448,3,9,2,6,2012-04-26 18:46:53,2012-04-26 18:54:27,7.57,1.857399,16.589312,28.0,5,1,5,1,5,27.522527,725.37,1,0,0,0,0,OTHER,HOME
1121448,3,10,3,1,2012-04-27 06:59:49,2012-04-27 07:59:10,59.349998,57.039001,60.028337,73.9,5,1,5,1,5,982.130727,237.77,1,0,0,0,0,HOME,OTHER
1121448,3,11,3,2,2012-04-27 11:56:56,2012-04-27 12:58:56,62.0,58.185501,58.092763,69.6,5,1,5,1,5,33.353358,0.0,1,0,0,0,0,OTHER,HOME
