sampno,perno,gpstripid,localid,time_local,gpsspeed
1121448,1,1,2,2012-04-25 06:59:10,35.400001
1121448,1,1,3,2012-04-25 06:59:13,34.2
1121448,1,1,4,2012-04-25 06:59:16,33.599998
1121448,1,1,5,2012-04-25 06:59:19,31.1
1121448,1,1,6,2012-04-25 06:59:22,24.899999
1121448,1,1,7,2012-04-25 06:59:25,21.1
1121448,1,1,8,2012-04-25 06:59:28,12.399999
1121448,1,1,9,2012-04-25 06:59:31,14.3
1121448,1,1,10,2012-04-25 06:59:34,23.0
1121448,1,1,11,2012-04-25 06:59:37,26.1
1121448,1,1,12,2012-04-25 06:59:40,34.799999
1121448,1,1,13,2012-04-25 06:59:43,34.2
1121448,1,1,14,2012-04-25 06:59:46,33.599998
1121448,1,1,15,2012-04-25 06:59:49,29.799999
1121448,1,1,16,2012-04-25 06:59:52,16.2
1121448,1,1,17,2012-04-25 06:59:55,7.5
1121448,1,1,18,2012-04-25 06:59:58,4.3
1121448,1,1,19,2012-04-25 07:00:02,1.899999
1121448,1,1,20,2012-04-25 07:00:05,1.899999
1121448,1,1,21,2012-04-25 07:00:12,1.2
1121448,1,1,22,2012-04-25 07:00:19,2.5
1121448,1,1,23,2012-04-25 07:00:22,2.5
1121448,1,1,24,2012-04-25 07:00:25,7.5
1121448,1,1,25,2012-04-25 07:00:28,17.399999
1121448,1,1,26,2012-04-25 07:00:31,28.0
1121448,1,1,27,2012-04-25 07:00:34,31.7
1121448,1,1,28,2012-04-25 07:00:37,34.2
1121448,1,1,29,2012-04-25 07:00:40,36.7
1121448,1,1,30,2012-04-25 07:00:43,37.299999
1121448,1,1,31,2012-04-25 07:00:46,39.799999
1121448,1,1,32,2012-04-25 07:00:49,41.599998
1121448,1,1,33,2012-04-25 07:00:52,42.299999
1121448,1,1,34,2012-04-25 07:00:55,42.900001
1121448,1,1,35,2012-04-25 07:00:58,42.900001
1121448,1,1,36,2012-04-25 07:01:01,42.299999
1121448,1,1,37,2012-04-25 07:01:04,42.299999
1121448,1,1,38,2012-04-25 07:01:07,43.5
1121448,1,1,39,2012-04-25 07:01:11,42.900001
1121448,1,1,40,2012-04-25 07:01:14,44.7
1121448,1,1,41,2012-04-25 07:01:17,47.2
1121448,1,1,42,2012-04-25 07:01:20,47.799999
1121448,1,1,43,2012-04-25 07:01:23,47.2
1121448,1,1,44,2012-04-25 07:01:26,44.099998
1121448,1,1,45,2012-04-25 07:01:29,44.099998
1121448,1,1,46,2012-04-25 07:01:32,44.7
1121448,1,1,47,2012-04-25 07:01:36,43.5
1121448,1,1,48,2012-04-25 07:01:40,42.900001
1121448,1,1,49,2012-04-25 07:01:43,42.299999
1121448,1,1,50,2012-04-25 07:01:46,42.900001
1121448,1,1,51,2012-04-25 07:01:49,46.0
1121448,1,1,52,2012-04-25 07:01:52,44.099998
1121448,1,1,53,2012-04-25 07:01:55,45.400001
1121448,1,1,54,2012-04-25 07:01:58,43.5
1121448,1,1,55,2012-04-25 07:02:01,39.099998
1121448,1,1,56,2012-04-25 07:02:05,39.099998
1121448,1,1,57,2012-04-25 07:02:09,39.799999
1121448,1,1,58,2012-04-25 07:02:12,41.599998
1121448,1,1,59,2012-04-25 07:02:15,42.900001
1121448,1,1,60,2012-04-25 07:02:18,42.299999
1121448,1,1,61,2012-04-25 07:02:21,42.900001
1121448,1,1,62,2012-04-25 07:02:24,42.299999
1121448,1,1,63,2012-04-25 07:02:28,41.599998
1121448,1,1,64,2012-04-25 07:02:31,41.599998
1121448,1,1,65,2012-04-25 07:02:34,41.599998
1121448,1,1,66,2012-04-25 07:02:37,39.099998
1121448,1,1,67,2012-04-25 07:02:40,37.900001
1121448,1,1,68,2012-04-25 07:02:44,37.299999
1121448,1,1,69,2012-04-25 07:02:47,37.299999
1121448,1,1,70,2012-04-25 07:02:50,34.799999
1121448,1,1,71,2012-04-25 07:02:53,31.7
1121448,1,1,72,2012-04-25 07:02:56,19.899999
1121448,1,1,73,2012-04-25 07:02:59,9.899999
1121448,1,1,74,2012-04-25 07:03:02,5.599999
1121448,1,1,75,2012-04-25 07:03:05,2.5
1121448,1,1,76,2012-04-25 07:04:44,1.2
1121448,1,1,77,2012-04-25 07:04:47,8.699999
1121448,1,1,78,2012-04-25 07:04:50,14.899999
1121448,1,1,79,2012-04-25 07:04:53,16.2
1121448,1,1,80,2012-04-25 07:04:56,32.299999
1121448,1,1,81,2012-04-25 07:04:59,40.400001
1121448,1,1,82,2012-04-25 07:05:02,44.7
1121448,1,1,83,2012-04-25 07:05:05,46.599998
1121448,1,1,84,2012-04-25 07:05:08,47.799999
1121448,1,1,85,2012-04-25 07:05:11,49.099998
1121448,1,1,86,2012-04-25 07:05:14,50.299999
1121448,1,1,87,2012-04-25 07:05:17,51.599998
1121448,1,1,88,2012-04-25 07:05:20,49.7
1121448,1,1,89,2012-04-25 07:05:23,51.0
1121448,1,1,90,2012-04-25 07:05:26,51.0
1121448,1,1,91,2012-04-25 07:05:29,52.2
1121448,1,1,92,2012-04-25 07:05:32,53.400001
1121448,1,1,93,2012-04-25 07:05:35,54.7
1121448,1,1,94,2012-04-25 07:05:39,54.099998
1121448,1,1,95,2012-04-25 07:05:42,54.7
1121448,1,1,96,2012-04-25 07:05:45,52.2
1121448,1,1,97,2012-04-25 07:05:48,51.599998
1121448,1,1,98,2012-04-25 07:05:51,51.599998
1121448,1,1,99,2012-04-25 07:05:54,53.400001
1121448,1,1,100,2012-04-25 07:05:57,53.400001
1121448,1,1,101,2012-04-25 07:06:00,52.2
1121448,1,1,102,2012-04-25 07:06:03,50.299999
1121448,1,1,103,2012-04-25 07:06:06,50.299999
1121448,1,1,104,2012-04-25 07:06:09,51.599998
1121448,1,1,105,2012-04-25 07:06:12,50.299999
1121448,1,1,106,2012-04-25 07:06:15,51.599998
1121448,1,1,107,2012-04-25 07:06:18,51.0
1121448,1,1,108,2012-04-25 07:06:21,49.7
1121448,1,1,109,2012-04-25 07:06:24,50.299999
1121448,1,1,110,2012-04-25 07:06:27,51.0
1121448,1,1,111,2012-04-25 07:06:30,52.799999
1121448,1,1,112,2012-04-25 07:06:33,52.2
1121448,1,1,113,2012-04-25 07:06:36,55.299999
1121448,1,1,114,2012-04-25 07:06:39,55.299999
1121448,1,1,115,2012-04-25 07:06:42,54.7
1121448,1,1,116,2012-04-25 07:06:45,54.7
1121448,1,1,117,2012-04-25 07:06:49,54.7
1121448,1,1,118,2012-04-25 07:06:52,53.400001
1121448,1,1,119,2012-04-25 07:06:55,52.2
1121448,1,1,120,2012-04-25 07:06:58,51.0
1121448,1,1,121,2012-04-25 07:07:01,48.5
1121448,1,1,122,2012-04-25 07:07:04,41.599998
1121448,1,1,123,2012-04-25 07:07:07,33.599998
1121448,1,1,124,2012-04-25 07:07:10,27.299999
1121448,1,1,125,2012-04-25 07:07:13,23.0
1121448,1,1,126,2012-04-25 07:07:16,21.7
