sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1120697,1,1,1,1,2012-05-09 07:53:32,2012-05-09 08:03:41,10.149999,3.892999,28.163291,46.6,5,1,5,1,5,,76.72,1,0,0,0,0,OTHER,OTHER
1120697,1,2,1,2,2012-05-09 09:20:24,2012-05-09 09:22:30,2.099999,0.4846,15.04054,32.3,5,1,5,1,5,30.118234,55.97,1,0,0,0,0,OTHER,OTHER
1120697,1,3,1,3,2012-05-09 10:18:28,2012-05-09 10:20:48,2.329999,0.1981,7.426666,24.9,5,1,5,1,5,24.74413,2.98,1,0,0,0,0,OTHER,OTHER
1120697,1,4,1,4,2012-05-09 10:23:47,2012-05-09 10:36:44,12.949999,5.639299,33.097044,64.6,5,1,5,1,5,63.125946,34.7,1,0,0,0,0,OTHER,OTHER
1120697,1,5,1,5,2012-05-09 11:11:26,2012-05-09 11:27:55,16.479999,14.086199,52.622048,70.2,5,1,5,1,5,41.427407,76.5,1,0,0,0,0,OTHER,OTHER
1120697,1,6,1,6,2012-05-09 12:44:25,2012-05-09 13:04:04,19.649999,15.0515,52.433236,73.3,5,1,5,1,5,29.001659,15.08,1,0,0,0,0,OTHER,OTHER
1120697,1,7,1,7,2012-05-09 13:19:09,2012-05-09 13:24:23,5.23,0.9724,13.759036,36.0,5,1,5,1,5,15.781858,274.1,1,0,0,0,0,OTHER,OTHER
1120697,1,8,1,8,2012-05-09 17:58:29,2012-05-09 18:15:21,16.87,5.351099,24.705019,40.4,5,1,5,1,5,13.564036,10.72,1,0,0,0,0,OTHER,OTHER
1120697,1,9,1,9,2012-05-09 18:26:04,2012-05-09 18:35:31,9.449999,3.7876,29.797368,49.1,5,1,5,1,5,31.792545,67.6,1,0,0,0,0,OTHER,HOME
1120697,1,10,1,10,2012-05-09 19:43:07,2012-05-09 20:01:59,18.87,8.1456,29.875767,41.6,5,1,5,1,5,18.446458,178.88,1,0,0,0,0,HOME,OTHER
1120697,1,11,1,11,2012-05-09 23:00:52,2012-05-09 23:17:08,16.27,8.188199,30.580373,44.1,5,1,5,1,5,16.805666,562.83,1,0,0,0,0,OTHER,HOME
1120697,1,12,2,1,2012-05-10 08:39:58,2012-05-10 09:19:46,39.799999,5.088799,8.634264,17.4,5,1,5,1,5,34.662164,523.88,1,0,0,0,0,HOME,OTHER
1120697,1,13,2,2,2012-05-10 18:03:39,2012-05-10 18:20:00,16.35,4.3786,15.626605,44.1,5,1,5,1,5,118.960557,76.6,1,0,0,0,0,OTHER,HOME
1120697,1,14,2,3,2012-05-10 19:36:36,2012-05-10 19:56:27,19.85,8.2151,29.933841,46.6,5,1,5,1,5,42.773667,205.73,1,0,0,0,0,HOME,OTHER
1120697,1,15,2,4,2012-05-10 23:22:11,2012-05-10 23:38:20,16.149999,8.180899,31.543408,42.9,5,1,5,1,5,22.971877,486.42,1,0,0,0,0,OTHER,HOME
1120697,1,16,3,1,2012-05-11 07:44:45,2012-05-11 07:54:49,10.069999,4.2458,27.247311,50.3,5,1,5,1,5,18.264705,87.37,1,0,0,0,0,HOME,OTHER
1120697,1,17,3,2,2012-05-11 09:22:11,2012-05-11 09:34:08,11.949999,4.6195,29.058947,52.2,5,1,5,1,5,33.590825,297.3,1,0,0,0,0,OTHER,HOME
1120697,1,18,3,3,2012-05-11 14:31:26,2012-05-11 14:35:54,4.469999,1.804399,24.174157,39.1,5,1,5,1,5,17.610428,20.88,1,0,0,0,0,HOME,OTHER
1120697,1,19,3,4,2012-05-11 14:56:47,2012-05-11 14:57:49,1.029999,0.1659,9.479999,22.4,5,1,5,1,5,3.607471,10.02,1,0,0,0,0,OTHER,OTHER
1120697,1,20,3,5,2012-05-11 15:07:50,2012-05-11 15:08:47,0.949999,0.154499,9.415789,16.8,5,1,5,1,5,87.379279,0.93,1,0,0,0,0,OTHER,OTHER
1120697,1,21,3,6,2012-05-11 15:09:43,2012-05-11 15:24:34,14.85,5.4684,27.905982,43.6,5,1,5,1,5,12.043809,7.7,1,0,0,0,0,OTHER,OTHER
1120697,1,22,3,7,2012-05-11 15:32:16,2012-05-11 15:37:45,5.48,1.567499,23.894872,38.5,5,1,5,1,5,7.765494,158.42,1,0,0,0,0,OTHER,OTHER
1120697,1,23,3,8,2012-05-11 18:16:10,2012-05-11 18:21:29,5.32,1.5763,22.882926,37.9,5,1,5,1,5,25.973741,19.0,1,0,0,0,0,OTHER,OTHER
1120697,1,24,3,9,2012-05-11 18:40:29,2012-05-11 18:46:22,5.88,1.540099,21.005747,36.7,5,1,5,1,5,15.782427,262.82,1,0,0,0,0,OTHER,OTHER
1120697,1,25,3,10,2012-05-11 23:09:11,2012-05-11 23:26:32,17.35,8.176799,29.467267,43.5,5,1,5,1,5,6.782001,0.0,1,0,0,0,0,OTHER,HOME
