sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1123731,1,1,1,1,2012-07-25 13:36:42,2012-07-25 13:50:59,14.279999,3.467999,19.532211,42.3,5,3,"1,5,1",2,"1,5",,3.4,1,0,0,0,0,HOME,OTHER
1123731,1,2,1,2,2012-07-25 13:54:23,2012-07-25 14:14:58,20.579999,6.067299,20.575714,42.3,5,2,"1,5",2,"1,5",51.691984,35.12,1,0,0,0,0,OTHER,OTHER
1123731,1,3,1,3,2012-07-25 14:50:05,2012-07-25 15:03:03,12.97,4.270999,23.129166,43.5,5,2,"5,1",2,"1,5",92.836146,15.22,1,0,0,0,0,OTHER,OTHER
1123731,1,4,1,4,2012-07-25 15:18:16,2012-07-25 15:19:59,1.72,0.0785,2.456521,4.3,1,1,1,1,1,151.349732,8.6,1,0,0,0,0,OTHER,OTHER
1123731,1,5,1,5,2012-07-25 15:28:35,2012-07-25 15:34:32,5.949999,0.961899,10.093457,24.2,5,2,"1,5",2,"1,5",32.242264,967.13,1,0,0,0,0,OTHER,HOME
1123731,1,6,2,1,2012-07-26 07:41:40,2012-07-26 08:10:09,28.479999,16.056999,39.058823,75.8,5,1,5,1,5,52.678456,5.8,1,0,0,0,0,HOME,OTHER
1123731,1,7,2,2,2012-07-26 08:15:57,2012-07-26 08:24:33,8.6,4.259799,31.846835,52.2,5,1,5,1,5,42.17776,0.97,1,0,0,0,0,OTHER,OTHER
1123731,1,8,2,3,2012-07-26 08:25:31,2012-07-26 08:32:31,7.0,1.302399,15.145055,37.3,5,1,5,1,5,17.923992,62.25,1,0,0,0,0,OTHER,OTHER
1123731,1,9,2,4,2012-07-26 09:34:46,2012-07-26 10:53:21,78.580001,362.446014,25.317117,188.3,13,1,13,1,13,1484.441622,0.05,1,0,0,0,0,OTHER,OTHER
1123731,1,10,2,5,2012-07-26 10:53:24,2012-07-26 11:14:19,20.92,4.8947,17.540894,41.6,5,2,"1,5",2,"1,5",10.822415,117.0,1,0,0,0,0,OTHER,OTHER
1123731,1,11,2,6,2012-07-26 13:11:19,2012-07-26 13:17:10,5.849999,0.6732,10.152702,30.4,5,2,"5,1",2,"1,5",70.369498,54.53,1,0,0,0,0,OTHER,OTHER
1123731,1,12,2,7,2012-07-26 14:11:42,2012-07-26 14:16:23,4.679999,0.674399,9.280246,23.6,5,2,"1,5",2,"1,5",23.066299,19.58,1,0,0,0,0,OTHER,OTHER
1123731,1,13,2,8,2012-07-26 14:35:58,2012-07-26 14:40:06,4.13,0.911599,14.067105,28.0,5,1,5,1,5,77.033141,986.95,1,0,0,0,0,OTHER,OTHER
1123731,1,14,3,1,2012-07-27 07:07:03,2012-07-27 07:15:38,8.579999,0.718699,7.319819,19.9,5,2,"5,1",2,"1,5",24.262285,55.65,1,0,0,0,0,OTHER,OTHER
1123731,1,15,3,2,2012-07-27 08:11:17,2012-07-27 08:19:30,8.22,0.956799,8.522656,30.4,5,2,"1,5",2,"1,5",16.157054,2.05,1,0,0,0,0,OTHER,OTHER
1123731,1,16,3,3,2012-07-27 08:21:33,2012-07-27 08:22:35,1.029999,0.0996,7.586666,15.5,5,1,5,1,5,24.261663,12.75,1,0,0,0,0,OTHER,OTHER
1123731,1,17,3,4,2012-07-27 08:35:20,2012-07-27 08:37:46,2.43,0.324499,9.074359,18.6,5,1,5,1,5,130.21161,273.87,1,0,0,0,0,OTHER,OTHER
1123731,1,18,3,5,2012-07-27 13:11:38,2012-07-27 13:42:11,30.549999,2.7729,6.684501,28.0,5,2,"5,1",2,"1,5",57.771819,4.35,1,0,0,0,0,OTHER,OTHER
1123731,1,19,3,6,2012-07-27 13:46:32,2012-07-27 13:58:14,11.699999,0.481599,2.202898,3.7,1,1,1,1,1,30.852102,2.72,1,0,0,0,0,OTHER,OTHER
1123731,1,20,3,7,2012-07-27 14:00:57,2012-07-27 14:16:55,15.97,0.548399,2.325974,3.1,1,1,1,1,1,50.954074,1.42,1,0,0,0,0,OTHER,OTHER
1123731,1,21,3,8,2012-07-27 14:18:20,2012-07-27 14:21:33,3.22,0.124099,2.314814,3.1,1,1,1,1,1,18.766254,8.77,1,0,0,0,0,OTHER,OTHER
1123731,1,22,3,9,2012-07-27 14:30:19,2012-07-27 14:44:25,14.1,0.9491,5.525789,23.0,5,3,"1,5,1",2,"1,5",19.389436,4.08,1,0,0,0,0,OTHER,OTHER
1123731,1,23,3,10,2012-07-27 14:48:30,2012-07-27 14:49:06,0.6,0.0182,1.390909,1.9,1,1,1,1,1,44.894216,1.57,1,0,0,0,0,OTHER,OTHER
1123731,1,24,3,11,2012-07-27 14:50:40,2012-07-27 15:03:24,12.729999,1.675899,9.898963,28.6,5,2,"1,5",2,"1,5",32.467246,23.1,1,0,0,0,0,OTHER,OTHER
1123731,1,25,3,12,2012-07-27 15:26:30,2012-07-27 15:34:22,7.869999,1.014899,10.109565,22.4,5,2,"1,5",2,"1,5",54.694099,0.0,1,0,0,0,0,OTHER,OTHER
