sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1048852,1,1,1,1,2012-05-15 07:36:57,2012-05-15 07:43:42,6.75,1.6317,16.868867,29.2,15,1,15,1,15,,10.22,1,0,0,0,0,OTHER,OTHER
1048852,1,2,1,2,2012-05-15 07:53:55,2012-05-15 08:11:26,17.52,13.102,45.449366,67.7,24,1,24,1,24,186.448179,13.42,1,0,0,0,0,OTHER,OTHER
1048852,1,3,1,3,2012-05-15 08:24:51,2012-05-15 08:32:01,7.17,2.866499,37.584615,51.0,24,1,24,1,24,237.759051,0.92,1,0,0,0,0,OTHER,OTHER
1048852,1,4,1,4,2012-05-15 08:32:56,2012-05-15 08:35:40,2.73,0.0986,1.388461,1.9,1,1,1,1,1,87.301608,12.03,1,0,0,0,0,OTHER,OTHER
1048852,1,5,1,5,2012-05-15 08:47:42,2012-05-15 08:55:06,7.4,0.8011,10.049425,24.2,23,1,23,1,23,152.420176,0.55,1,0,0,0,0,OTHER,WORK
1048852,1,6,1,6,2012-05-15 08:55:39,2012-05-15 08:57:05,1.429999,0.042599,1.44375,3.7,1,1,1,1,1,30.097566,498.97,1,0,0,0,0,WORK,WORK
1048852,1,7,1,7,2012-05-15 17:16:03,2012-05-15 17:16:57,0.899999,0.068199,1.82,3.1,1,1,1,1,1,,0.05,1,0,0,0,0,OTHER,OTHER
1048852,1,8,1,8,2012-05-15 17:17:00,2012-05-15 17:29:21,12.35,1.648,10.954054,26.7,23,1,23,1,23,25.412383,0.13,1,0,0,0,0,OTHER,OTHER
1048852,1,9,1,9,2012-05-15 17:29:29,2012-05-15 17:33:24,3.92,0.0715,1.354545,2.5,1,1,1,1,1,21.333056,0.75,1,0,0,0,0,OTHER,OTHER
1048852,1,10,1,10,2012-05-15 17:34:09,2012-05-15 17:48:08,13.979999,2.905499,34.481395,48.5,24,1,24,1,24,35.845848,4.65,1,0,0,0,0,OTHER,OTHER
1048852,1,11,1,11,2012-05-15 17:52:47,2012-05-15 18:08:48,16.02,13.1513,47.606802,78.9,24,1,24,1,24,563.45169,20.22,1,0,0,0,0,OTHER,OTHER
1048852,1,12,1,12,2012-05-15 18:29:01,2012-05-15 18:34:31,5.5,0.592199,11.772881,24.2,15,1,15,1,15,116.663907,0.05,1,0,0,0,0,OTHER,OTHER
1048852,1,13,1,13,2012-05-15 18:34:34,2012-05-15 18:47:29,12.92,0.354799,1.235652,1.9,1,1,1,1,1,4.595296,31.53,1,0,0,0,0,OTHER,HOME
1048852,1,14,1,14,2012-05-15 19:19:01,2012-05-15 19:22:09,3.13,0.6825,14.394642,31.7,5,1,5,1,5,190.982677,33.58,1,0,0,0,0,HOME,OTHER
1048852,1,15,1,15,2012-05-15 19:55:44,2012-05-15 20:07:11,11.449999,1.3033,12.605,29.8,5,2,"5,1",2,"1,5",6.740353,12.18,1,0,0,0,0,OTHER,OTHER
1048852,1,16,1,16,2012-05-15 20:19:22,2012-05-15 20:27:00,7.63,0.974399,13.78125,25.5,5,2,"1,5",2,"1,5",21.192243,661.72,1,0,0,0,0,OTHER,HOME
1048852,1,17,2,1,2012-05-16 07:28:43,2012-05-16 07:32:53,4.17,0.1075,1.497916,2.5,1,1,1,1,1,119.103994,0.05,1,0,0,0,0,HOME,HOME
1048852,1,18,2,2,2012-05-16 07:32:56,2012-05-16 07:43:52,10.93,1.9462,14.467973,29.8,15,1,15,1,15,7.214943,14.42,1,0,0,0,0,HOME,OTHER
1048852,1,19,2,3,2012-05-16 07:58:17,2012-05-16 08:31:40,33.380001,15.2087,32.915602,67.1,24,1,24,1,24,119.622946,14.42,1,0,0,0,0,OTHER,OTHER
