sampno,perno,gpstripid,localid,time_local,gpsspeed
1121606,2,1,14,2012-02-03 13:32:16,8.1
1121606,2,1,15,2012-02-03 13:32:19,8.1
1121606,2,1,16,2012-02-03 13:32:22,4.3
1121606,2,1,17,2012-02-03 13:32:25,6.8
1121606,2,1,18,2012-02-03 13:32:28,7.5
1121606,2,1,19,2012-02-03 13:32:31,6.8
1121606,2,1,20,2012-02-03 13:32:34,10.6
1121606,2,1,21,2012-02-03 13:32:37,12.399999
1121606,2,1,22,2012-02-03 13:32:40,5.0
1121606,2,1,23,2012-02-03 13:32:43,3.7
1121606,2,1,24,2012-02-03 13:32:46,4.3
1121606,2,1,25,2012-02-03 13:32:49,7.5
1121606,2,1,26,2012-02-03 13:32:52,8.699999
1121606,2,1,27,2012-02-03 13:32:55,6.8
1121606,2,1,28,2012-02-03 13:32:58,7.5
1121606,2,1,29,2012-02-03 13:33:01,9.3
1121606,2,1,30,2012-02-03 13:33:04,7.5
1121606,2,1,31,2012-02-03 13:33:07,7.5
1121606,2,1,32,2012-02-03 13:33:10,5.0
1121606,2,1,33,2012-02-03 13:33:40,1.2
1121606,2,1,34,2012-02-03 13:34:00,1.899999
1121606,2,1,35,2012-02-03 13:34:03,1.2
1121606,2,1,36,2012-02-03 13:34:06,5.599999
1121606,2,1,37,2012-02-03 13:34:09,13.699999
1121606,2,1,38,2012-02-03 13:34:12,21.1
1121606,2,1,39,2012-02-03 13:34:15,26.7
1121606,2,1,40,2012-02-03 13:34:18,31.1
1121606,2,1,41,2012-02-03 13:34:21,34.799999
1121606,2,1,42,2012-02-03 13:34:24,37.900001
1121606,2,1,43,2012-02-03 13:34:27,40.400001
1121606,2,1,44,2012-02-03 13:34:30,42.900001
1121606,2,1,45,2012-02-03 13:34:33,44.099998
1121606,2,1,46,2012-02-03 13:34:36,38.5
1121606,2,1,47,2012-02-03 13:34:39,28.0
1121606,2,1,48,2012-02-03 13:34:42,20.5
1121606,2,1,49,2012-02-03 13:34:45,19.299999
1121606,2,1,50,2012-02-03 13:34:48,29.799999
1121606,2,1,51,2012-02-03 13:34:51,34.799999
1121606,2,1,52,2012-02-03 13:34:54,39.799999
1121606,2,1,53,2012-02-03 13:34:57,42.299999
1121606,2,1,54,2012-02-03 13:35:00,42.900001
1121606,2,1,55,2012-02-03 13:35:03,42.299999
1121606,2,1,56,2012-02-03 13:35:06,42.299999
1121606,2,1,57,2012-02-03 13:35:09,40.400001
1121606,2,1,58,2012-02-03 13:35:12,33.599998
1121606,2,1,59,2012-02-03 13:35:15,34.799999
1121606,2,1,60,2012-02-03 13:35:18,36.7
1121606,2,1,61,2012-02-03 13:35:21,40.400001
1121606,2,1,62,2012-02-03 13:35:24,42.900001
1121606,2,1,63,2012-02-03 13:35:27,42.900001
1121606,2,1,64,2012-02-03 13:35:30,42.900001
1121606,2,1,65,2012-02-03 13:35:33,42.900001
1121606,2,1,66,2012-02-03 13:35:36,42.299999
1121606,2,1,67,2012-02-03 13:35:39,43.5
1121606,2,1,68,2012-02-03 13:35:42,44.7
1121606,2,1,69,2012-02-03 13:35:45,45.400001
1121606,2,1,70,2012-02-03 13:35:48,44.099998
1121606,2,1,71,2012-02-03 13:35:51,42.299999
1121606,2,1,72,2012-02-03 13:35:54,39.799999
1121606,2,1,73,2012-02-03 13:35:57,42.900001
1121606,2,1,74,2012-02-03 13:36:00,42.299999
1121606,2,1,75,2012-02-03 13:36:03,41.599998
1121606,2,1,76,2012-02-03 13:36:06,36.7
1121606,2,1,77,2012-02-03 13:36:09,16.799999
1121606,2,1,78,2012-02-03 13:36:12,3.7
1121606,2,1,79,2012-02-03 13:36:15,8.1
1121606,2,1,80,2012-02-03 13:36:18,13.699999
1121606,2,1,81,2012-02-03 13:36:21,19.299999
1121606,2,1,82,2012-02-03 13:36:24,30.399999
1121606,2,1,83,2012-02-03 13:36:27,35.400001
1121606,2,1,84,2012-02-03 13:36:30,40.400001
1121606,2,1,85,2012-02-03 13:36:33,45.400001
1121606,2,1,86,2012-02-03 13:36:36,47.799999
1121606,2,1,87,2012-02-03 13:36:39,51.0
1121606,2,1,88,2012-02-03 13:36:42,57.2
1121606,2,1,89,2012-02-03 13:36:45,59.7
1121606,2,1,90,2012-02-03 13:36:48,61.5
1121606,2,1,91,2012-02-03 13:36:51,64.599998
1121606,2,1,92,2012-02-03 13:36:54,65.199996
1121606,2,1,93,2012-02-03 13:36:57,62.099998
1121606,2,1,94,2012-02-03 13:37:00,60.900001
1121606,2,1,95,2012-02-03 13:37:03,61.5
1121606,2,1,96,2012-02-03 13:37:06,59.0
1121606,2,1,97,2012-02-03 13:37:09,54.7
1121606,2,1,98,2012-02-03 13:37:12,57.2
1121606,2,1,99,2012-02-03 13:37:15,57.799999
1121606,2,1,100,2012-02-03 13:37:18,57.2
1121606,2,1,101,2012-02-03 13:37:21,59.0
1121606,2,1,102,2012-02-03 13:37:24,58.400001
1121606,2,1,103,2012-02-03 13:37:27,57.799999
1121606,2,1,104,2012-02-03 13:37:30,57.799999
1121606,2,1,105,2012-02-03 13:37:33,59.0
1121606,2,1,106,2012-02-03 13:37:36,57.799999
1121606,2,1,107,2012-02-03 13:37:39,59.7
1121606,2,1,108,2012-02-03 13:37:42,60.299999
1121606,2,1,109,2012-02-03 13:37:45,60.299999
1121606,2,1,110,2012-02-03 13:37:48,58.400001
1121606,2,1,111,2012-02-03 13:37:51,57.799999
1121606,2,1,112,2012-02-03 13:37:54,57.2
1121606,2,1,113,2012-02-03 13:37:57,59.0
1121606,2,1,114,2012-02-03 13:38:00,60.299999
1121606,2,1,115,2012-02-03 13:38:03,62.099998
1121606,2,1,116,2012-02-03 13:38:06,60.900001
1121606,2,1,117,2012-02-03 13:38:09,62.799999
1121606,2,1,118,2012-02-03 13:38:12,63.400001
1121606,2,1,119,2012-02-03 13:38:15,62.799999
1121606,2,1,120,2012-02-03 13:38:18,62.799999
1121606,2,1,121,2012-02-03 13:38:21,54.7
1121606,2,1,122,2012-02-03 13:38:24,54.7
1121606,2,1,123,2012-02-03 13:38:27,57.2
1121606,2,1,124,2012-02-03 13:38:30,63.400001
1121606,2,1,125,2012-02-03 13:38:33,62.099998
1121606,2,1,126,2012-02-03 13:38:36,62.099998
1121606,2,1,127,2012-02-03 13:38:39,61.5
1121606,2,1,128,2012-02-03 13:38:42,60.900001
1121606,2,1,129,2012-02-03 13:38:45,59.0
1121606,2,1,130,2012-02-03 13:38:48,59.7
