sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1125257,2,1,1,1,2012-05-01 07:10:28,2012-05-01 07:27:30,17.03,13.860699,50.147431,75.2,5,1,5,1,5,,153.32,1,0,0,0,0,HOME,WORK
1125257,2,2,1,2,2012-05-01 10:00:49,2012-05-01 10:12:28,11.649999,6.506499,37.608695,65.2,5,2,"5,1",2,"1,5",46.913629,61.13,1,1,1,0,0,WORK,OTHER
1125257,2,3,1,3,2012-05-01 11:13:36,2012-05-01 11:27:47,14.18,7.041999,35.805217,64.0,5,2,"1,5",2,"1,5",30.543308,219.73,1,1,1,0,0,OTHER,WORK
1125257,2,4,1,4,2012-05-01 15:07:31,2012-05-01 15:24:12,16.68,9.0641,38.934908,70.8,5,2,"5,1",2,"1,5",36.074718,32.27,1,0,0,0,0,WORK,OTHER
1125257,2,5,1,5,2012-05-01 15:56:28,2012-05-01 16:09:12,12.729999,6.2628,35.319523,75.8,5,2,"1,5",2,"1,5",24.661955,27.1,1,0,0,0,0,OTHER,OTHER
1125257,2,6,1,6,2012-05-01 16:36:18,2012-05-01 16:48:33,12.25,7.1694,38.523529,73.9,5,1,5,1,5,15.99641,68.73,1,0,0,0,0,OTHER,HOME
1125257,2,7,1,7,2012-05-01 17:57:17,2012-05-01 18:00:02,2.75,0.6412,14.660784,28.0,5,1,5,1,5,18.606236,0.13,1,0,0,0,0,HOME,OTHER
1125257,2,8,1,8,2012-05-01 18:00:10,2012-05-01 18:19:01,18.85,0.628199,1.595555,4.3,1,1,1,1,1,6.760143,4.98,1,0,0,1,0,OTHER,OTHER
1125257,2,9,1,9,2012-05-01 18:24:00,2012-05-01 18:44:14,20.229999,0.5521,1.444262,4.3,1,1,1,1,1,51.790265,0.53,1,0,0,1,0,OTHER,OTHER
1125257,2,10,1,10,2012-05-01 18:44:46,2012-05-01 18:47:28,2.7,0.627399,14.392156,21.7,5,1,5,1,5,17.52674,79.05,1,0,0,0,0,OTHER,HOME
1125257,2,11,1,11,2012-05-01 20:06:31,2012-05-01 20:11:47,5.269999,1.379799,23.682608,46.6,5,1,5,1,5,43.478865,4.73,1,0,0,0,0,HOME,OTHER
1125257,2,12,1,12,2012-05-01 20:16:31,2012-05-01 20:23:33,7.03,1.996899,19.889916,39.1,5,1,5,1,5,44.821434,2.6,1,0,0,0,0,OTHER,OTHER
1125257,2,13,1,13,2012-05-01 20:26:09,2012-05-01 20:30:42,4.55,1.403599,17.82967,25.5,5,1,5,1,5,17.526787,553.43,1,0,0,0,0,OTHER,HOME
1125257,2,14,2,1,2012-05-02 05:44:08,2012-05-02 05:58:52,14.729999,13.828499,57.058823,83.9,5,1,5,1,5,54.323732,39.23,1,0,0,0,0,HOME,WORK
1125257,2,15,2,2,2012-05-02 06:38:06,2012-05-02 08:04:17,86.18,11.6805,8.394976,30.4,5,1,5,1,5,62.398369,2.65,1,1,1,0,0,WORK,OTHER
1125257,2,16,2,3,2012-05-02 08:06:56,2012-05-02 08:07:54,0.97,0.081299,5.586666,8.1,5,1,5,1,5,29.081693,19.3,1,1,1,0,0,OTHER,OTHER
1125257,2,17,2,4,2012-05-02 08:27:12,2012-05-02 08:58:59,31.78,8.1201,17.859724,64.6,5,1,5,1,5,5.703145,398.93,1,1,1,0,0,OTHER,WORK
1125257,2,18,2,5,2012-05-02 15:37:55,2012-05-02 15:52:50,14.92,0.564,2.157575,3.7,1,1,1,1,1,,14.65,1,0,0,0,0,HOME,OTHER
