sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1125492,1,1,1,1,2012-04-12 16:57:00,2012-04-12 17:24:12,27.2,10.286999,27.278173,46.0,5,2,"5,1",2,"1,5",,16.2,1,0,0,0,0,OTHER,HOME
1125492,1,2,1,2,2012-04-12 17:40:24,2012-04-12 17:56:27,16.049999,4.274899,23.42186,50.3,5,3,"1,5,1",2,"1,5",12.253285,3.7,1,0,0,0,0,HOME,OTHER
1125492,1,3,1,3,2012-04-12 18:00:09,2012-04-12 18:04:24,4.25,0.1912,3.418518,8.1,5,3,"1,5,1",2,"1,5",66.043824,9.22,1,0,0,1,0,OTHER,OTHER
1125492,1,4,1,4,2012-04-12 18:13:37,2012-04-12 18:22:52,9.25,0.3535,3.863043,16.8,5,3,"1,5,1",2,"1,5",44.482639,12.63,1,0,0,0,0,OTHER,OTHER
1125492,1,5,1,5,2012-04-12 18:35:30,2012-04-12 18:44:02,8.529999,2.6263,20.602173,49.7,5,3,"1,5,1",2,"1,5",114.72851,21.18,1,0,0,0,0,OTHER,OTHER
1125492,1,6,1,6,2012-04-12 19:05:13,2012-04-12 19:12:50,7.619999,1.703299,16.77647,47.8,5,2,"1,5",2,"1,5",36.892338,1012.93,1,0,0,0,0,OTHER,HOME
1125492,1,7,2,1,2012-04-13 12:05:46,2012-04-13 12:18:23,12.619999,4.3983,26.235175,46.6,5,1,5,1,5,24.090421,0.6,1,0,0,0,0,HOME,OTHER
1125492,1,8,2,2,2012-04-13 12:18:59,2012-04-13 12:23:59,5.0,0.587499,9.033766,26.1,5,2,"5,1",2,"1,5",17.979339,36.38,1,0,0,0,0,OTHER,OTHER
1125492,1,9,2,3,2012-04-13 13:00:22,2012-04-13 13:09:26,9.069999,0.6912,4.570338,20.5,5,3,"1,5,1",2,"1,5",126.03396,31.4,1,0,0,0,0,OTHER,OTHER
1125492,1,10,2,4,2012-04-13 13:40:50,2012-04-13 14:01:49,20.979999,5.2765,18.349249,50.3,5,2,"1,5",2,"1,5",93.853108,1157.37,1,0,0,0,0,OTHER,HOME
1125492,1,11,3,1,2012-04-14 09:19:11,2012-04-14 11:09:19,110.129997,74.150703,42.376521,67.7,5,1,5,1,5,46.718532,10.32,1,0,0,0,0,HOME,OTHER
1125492,1,12,3,2,2012-04-14 11:19:38,2012-04-14 11:22:25,2.779999,0.1132,1.942592,3.1,1,1,1,1,1,,3.55,1,0,0,1,0,OTHER,OTHER
1125492,1,13,3,3,2012-04-14 11:25:58,2012-04-14 11:43:08,17.17,0.6643,2.008771,4.3,1,1,1,1,1,32.712082,11.5,1,0,0,1,0,OTHER,OTHER
1125492,1,14,3,4,2012-04-14 11:54:38,2012-04-14 11:57:59,3.349999,0.116499,1.68909,3.1,1,1,1,1,1,388.653029,2.9,1,0,0,1,0,OTHER,OTHER
1125492,1,15,3,5,2012-04-14 12:00:53,2012-04-14 12:05:29,4.599999,0.147499,1.681034,2.5,1,1,1,1,1,218.988299,19.25,1,0,0,1,0,OTHER,OTHER
1125492,1,16,3,6,2012-04-14 12:24:44,2012-04-14 12:52:27,27.719999,0.8804,1.61029,3.1,1,1,1,1,1,21.447463,4.25,1,0,0,1,0,OTHER,OTHER
1125492,1,17,3,7,2012-04-14 12:56:42,2012-04-14 13:03:18,6.599999,0.2238,1.746601,3.1,1,1,1,1,1,55.580689,2.8,1,0,0,1,0,OTHER,OTHER
1125492,1,18,3,8,2012-04-14 13:06:06,2012-04-14 13:07:46,1.669999,0.0604,1.644117,2.5,1,1,1,1,1,46.966956,9.02,1,0,0,1,0,OTHER,OTHER
1125492,1,19,3,9,2012-04-14 13:16:47,2012-04-14 13:48:24,31.62,1.310999,1.909003,3.1,1,1,1,1,1,36.45074,2.65,1,0,0,1,0,OTHER,OTHER
1125492,1,20,3,10,2012-04-14 13:51:03,2012-04-14 14:25:43,34.669998,1.591199,2.266916,5.6,1,1,1,1,1,22.408726,3.72,1,0,0,1,0,OTHER,OTHER
1125492,1,21,3,11,2012-04-14 14:29:26,2012-04-14 16:13:19,103.879997,72.144203,43.932843,67.1,5,3,"1,5,1",2,"1,5",8.700372,0.0,1,0,0,0,0,OTHER,HOME
