sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1121261,1,1,1,1,2012-02-01 07:17:44,2012-02-01 07:28:50,11.1,2.9458,21.766879,41.6,5,1,5,1,5,,8.42,1,0,0,0,0,HOME,OTHER
1121261,1,2,1,2,2012-02-01 07:37:15,2012-02-01 07:48:59,11.729999,2.7321,16.173333,40.4,5,1,5,1,5,14.429887,0.1,1,0,0,0,0,OTHER,SCHOOL
1121261,1,3,1,3,2012-02-01 07:49:05,2012-02-01 08:14:39,25.569999,5.235599,18.127327,40.4,5,1,5,1,5,9.197447,62.1,1,0,0,0,0,SCHOOL,HOME
1121261,1,4,1,4,2012-02-01 09:16:45,2012-02-01 09:24:24,7.65,1.566799,16.060869,34.2,5,2,"5,1",2,"1,5",69.952177,11.52,1,0,0,0,0,HOME,OTHER
1121261,1,5,1,5,2012-02-01 09:35:55,2012-02-01 09:41:50,5.92,1.2098,15.341304,32.3,5,2,"1,5",2,"1,5",9.292197,1.53,1,0,0,0,0,OTHER,HOME
1121261,1,6,1,6,2012-02-01 09:43:22,2012-02-01 09:55:04,11.699999,2.4521,18.842483,46.0,5,2,"5,1",2,"1,5",25.252303,55.82,1,0,0,0,0,HOME,OTHER
1121261,1,7,1,7,2012-02-01 10:50:53,2012-02-01 11:00:29,9.6,1.994099,17.428888,41.6,5,2,"1,5",2,"1,5",56.437243,386.15,1,0,0,0,0,OTHER,HOME
1121261,1,8,1,8,2012-02-01 17:26:38,2012-02-01 17:35:17,8.649999,3.434,24.977564,71.5,5,1,5,1,5,25.413063,59.95,1,0,0,0,0,HOME,OTHER
1121261,1,9,1,9,2012-02-01 18:35:14,2012-02-01 18:41:34,6.329999,2.392199,28.324489,64.6,5,1,5,1,5,17.494053,881.87,1,0,0,0,0,OTHER,HOME
1121261,1,10,2,1,2012-02-02 09:23:26,2012-02-02 09:25:59,2.549999,0.349299,9.557894,28.0,5,1,5,1,5,32.194877,3.83,1,0,0,0,0,HOME,HOME
1121261,1,11,2,2,2012-02-02 09:29:49,2012-02-02 09:56:14,26.42,7.4145,21.516129,44.7,5,1,5,1,5,32.467246,62.47,1,0,0,0,0,HOME,OTHER
1121261,1,12,2,3,2012-02-02 10:58:42,2012-02-02 11:27:34,28.87,7.805099,22.276341,47.8,5,2,"1,5",2,"1,5",112.637974,400.67,1,0,0,0,0,OTHER,HOME
1121261,1,13,2,4,2012-02-02 18:08:14,2012-02-02 18:33:47,25.549999,14.593,39.634246,66.5,5,1,5,1,5,34.415715,151.33,1,0,0,0,0,HOME,OTHER
1121261,1,14,2,5,2012-02-02 21:05:07,2012-02-02 21:24:17,19.17,14.349599,47.41243,73.9,5,1,5,1,5,3.607471,595.75,1,0,0,0,0,OTHER,HOME
1121261,1,15,3,1,2012-02-03 07:20:02,2012-02-03 07:39:13,19.18,5.570099,22.118456,43.5,5,1,5,1,5,29.455086,0.77,1,0,0,0,0,HOME,SCHOOL
1121261,1,16,3,2,2012-02-03 07:39:59,2012-02-03 07:53:44,13.75,3.0585,16.871028,34.8,5,1,5,1,5,32.191085,23.75,1,0,0,0,0,SCHOOL,OTHER
1121261,1,17,3,3,2012-02-03 08:17:29,2012-02-03 08:18:51,1.37,0.0671,2.244444,3.1,1,1,1,1,1,4.599359,106.1,1,0,0,0,0,OTHER,OTHER
1121261,1,18,3,4,2012-02-03 10:04:57,2012-02-03 10:15:46,10.819999,2.640599,20.026282,45.4,5,2,"1,5",2,"1,5",45.579629,250.92,1,0,0,0,0,OTHER,HOME
1121261,1,19,3,5,2012-02-03 14:26:41,2012-02-03 14:45:30,18.819999,5.3193,22.246478,41.6,5,1,5,1,5,42.169896,28.23,1,0,0,0,0,HOME,SCHOOL
1121261,1,20,3,6,2012-02-03 15:13:44,2012-02-03 15:32:28,18.729999,5.1809,23.382442,44.1,5,1,5,1,5,81.150162,0.0,1,0,0,0,0,SCHOOL,HOME
