sampno,perno,gpstripid,localid,time_local,gpsspeed
1121752,1,1,2,2012-02-15 08:52:59,44.7
1121752,1,1,3,2012-02-15 08:53:09,42.900001
1121752,1,1,4,2012-02-15 08:53:12,46.599998
1121752,1,1,5,2012-02-15 08:53:15,46.0
1121752,1,1,6,2012-02-15 08:53:18,46.599998
1121752,1,1,7,2012-02-15 08:53:21,47.799999
1121752,1,1,8,2012-02-15 08:53:24,41.0
1121752,1,1,9,2012-02-15 08:53:27,34.2
1121752,1,1,10,2012-02-15 08:53:34,37.299999
1121752,1,1,11,2012-02-15 08:53:37,36.0
1121752,1,1,12,2012-02-15 08:53:40,38.5
1121752,1,1,13,2012-02-15 08:53:48,44.099998
1121752,1,1,14,2012-02-15 08:53:51,42.900001
1121752,1,1,15,2012-02-15 08:53:54,43.5
1121752,1,1,16,2012-02-15 08:54:04,46.599998
1121752,1,1,17,2012-02-15 08:54:07,49.099998
1121752,1,1,18,2012-02-15 08:54:10,49.7
1121752,1,1,19,2012-02-15 08:54:13,48.5
1121752,1,1,20,2012-02-15 08:54:16,47.799999
1121752,1,1,21,2012-02-15 08:54:19,46.599998
1121752,1,1,22,2012-02-15 08:54:22,44.7
1121752,1,1,23,2012-02-15 08:54:25,47.799999
1121752,1,1,24,2012-02-15 08:54:28,47.2
1121752,1,1,25,2012-02-15 08:54:31,44.7
1121752,1,1,26,2012-02-15 08:54:34,43.5
1121752,1,1,27,2012-02-15 08:54:37,46.599998
1121752,1,1,28,2012-02-15 08:54:40,45.400001
1121752,1,1,29,2012-02-15 08:54:43,46.599998
1121752,1,1,30,2012-02-15 08:54:46,47.799999
1121752,1,1,31,2012-02-15 08:54:49,46.599998
1121752,1,1,32,2012-02-15 08:54:52,45.400001
1121752,1,1,33,2012-02-15 08:54:55,45.400001
1121752,1,1,34,2012-02-15 08:54:58,46.0
1121752,1,1,35,2012-02-15 08:55:01,47.799999
1121752,1,1,36,2012-02-15 08:55:04,47.799999
1121752,1,1,37,2012-02-15 08:55:07,47.799999
1121752,1,1,38,2012-02-15 08:55:10,47.799999
1121752,1,1,39,2012-02-15 08:55:13,48.5
1121752,1,1,40,2012-02-15 08:55:16,46.0
1121752,1,1,41,2012-02-15 08:55:19,45.400001
1121752,1,1,42,2012-02-15 08:55:22,45.400001
1121752,1,1,43,2012-02-15 08:55:25,46.0
1121752,1,1,44,2012-02-15 08:55:28,45.400001
1121752,1,1,45,2012-02-15 08:55:31,45.400001
1121752,1,1,46,2012-02-15 08:55:34,46.0
1121752,1,1,47,2012-02-15 08:55:37,47.2
1121752,1,1,48,2012-02-15 08:55:40,47.799999
1121752,1,1,49,2012-02-15 08:55:43,50.299999
1121752,1,1,50,2012-02-15 08:55:46,48.5
1121752,1,1,51,2012-02-15 08:55:49,45.400001
1121752,1,1,52,2012-02-15 08:55:52,44.099998
1121752,1,1,53,2012-02-15 08:55:55,43.5
1121752,1,1,54,2012-02-15 08:55:58,42.299999
1121752,1,1,55,2012-02-15 08:56:01,41.0
1121752,1,1,56,2012-02-15 08:56:04,41.599998
1121752,1,1,57,2012-02-15 08:56:07,40.400001
