sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
1066541,1,1,1,1,2012-05-16 07:03:57,2012-05-16 07:16:33,12.6,6.2722,32.353363,49.7,5,1,5,1,5,,13.28,1,0,0,0,0,HOME,OTHER
1066541,1,2,1,2,2012-05-16 07:29:50,2012-05-16 08:02:58,33.130001,25.2084,50.214096,81.4,5,2,"5,1",2,"1,5",43.234806,249.42,1,0,0,0,0,OTHER,WORK
1066541,1,3,1,3,2012-05-16 12:12:23,2012-05-16 12:18:36,6.219999,1.063799,18.253623,39.1,5,2,"1,5",2,"1,5",24.647553,8.92,1,0,0,0,0,WORK,OTHER
1066541,1,4,1,4,2012-05-16 12:27:31,2012-05-16 12:34:16,6.75,1.354799,18.164045,36.7,5,2,"5,1",2,"1,5",36.187485,299.37,1,0,0,0,0,OTHER,WORK
1066541,1,5,1,5,2012-05-16 17:33:38,2012-05-16 17:58:00,24.37,14.389499,39.272665,75.2,5,1,5,1,5,73.942706,0.0,1,0,0,0,0,WORK,HOME
