sampno,home_county_id,mpo_id,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete,deldateid,nsdeliverable,mtcflag
1055449,06097,8,2,2,2012-07-17 00:00:00,12,21,6,1,1,1,3,1,1
